,localisation,prix_annonce,date_pub,m2,pieces,chambres,lien,text_annonce,floatm2,eta,Loyer estimé,Prix/m2
2974,14,630000,2018-01-03 00:00:00,60,3.0,2.0,http://www.explorimmo.com/annonce-14721169.html,"Pernety: Dans un immeuble récent appartement de 3 pièces avec un grand séjour, cuisine américaine, 2 chambres, salle de douche, wc...",60.0,2.0,1700.0,10500.0
2975,14,343200,2018-01-03 00:00:00,"28,77",1.0,0.0,http://www.explorimmo.com/annonce-14718023.html,MONTPARNASSE / EDGAR QUINET Ce grand studio de 29 m² (sous réserve d'un métré Carrez réalisé par un professionnel certifié) se...,28.77,4.0,774.0,11929.092805005213
2976,14,630000,2018-01-03 00:00:00,72,3.0,2.0,http://www.explorimmo.com/annonce-14201535.html,Exclusivité ! Triple exposition pour ce 3 pièces baigné de lumière au dernier étage sans ascenseur d'un bel immeuble ancien. Double...,72.0,4.0,2190.0,8750.0
2977,14,760000,2017-12-31 00:00:00,96,6.0,4.0,http://www.explorimmo.com/annonce-14701273.html,PARIS XIVème - APPARTEMENT 6 PIÈCES AVEC BALCON JARDIN COMMUN 2 CAVES ET 2 BOXES - JEAN MOULIN - M°4 ALÉSIA / M° PTE D'ORLÉANS/TVM...,96.0,1.0,2350.0,7916.666666666667
2978,14,525000,2017-12-31 00:00:00,58,2.0,1.0,http://www.explorimmo.com/annonce-14685921.html,"Pour investisseur exclusivement, je vous propose l'acquisition de la nue-propriété (avec réserve d'usufruit de 15 ans) de ce T2 vendu...",58.0,1.0,1860.0,9051.724137931034
2979,14,609000,2017-12-30 00:00:00,"56,3",3.0,2.0,http://www.explorimmo.com/annonce-14694203.html,"Mairie du 14ème: Dans un petit immeuble ancien duplex en dernier étage offrant séjour avec cuisine américaine, chambre et salle d'eau,...",56.3,4.0,2000.0,10817.051509769095
2985,14,795000,2017-12-28 00:00:00,63,3.0,2.0,http://www.explorimmo.com/annonce-14672733.html,"PARIS 14 - GAITE. A deux pas de la gare Montparnasse et du marché Edgar Quinet, nous vous proposons dans un immeuble en pierre de taille,...",63.0,5.0,1655.0,12619.047619047618
2986,14,175000,2017-12-28 00:00:00,20,1.0,0.0,http://www.explorimmo.com/annonce-14671257.html,I@D France - Pierre LAGET (06 58 20 21 80) vous propose : Studio Paris 14 - Quartier Losserand Pernety Montparnasse. Idéalement situé...,20.0,4.0,860.0,8750.0
2987,14,570000,2017-12-28 00:00:00,"62,32",3.0,2.0,http://www.explorimmo.com/annonce-14145817.html,"EXCLUSIVITE L'ADRESSE. PARIS XIVème, situé entre le quartier Alésia et le PARC MONTSOURIS dans une petite copropriété de 1904 bien...",62.32,1.0,1600.0,9146.341463414634
2989,14,2400000,2017-12-26 00:00:00,111,4.0,3.0,http://www.explorimmo.com/annonce-14661575.html,"Proche Jardins Luxembourg Luxueux appartement, MAGNIFIQUE T4 duplex A ETRENNER en étage BBC de 111 m² habitables avec GRANDE TERRASSE...",111.0,4.0,3043.0,21621.62162162162
2990,14,600000,2017-12-26 00:00:00,"28,7",1.0,0.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14659825/,"Authenticité, exclusivité et art de vivre, pour cette adresse résolument parisienne, où l'on sent pleinement battre le pouls de la...",28.7,6.0,880.0,20905.923344947736
2991,14,848000,2017-12-26 00:00:00,"57,7",2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14659821/,"Authenticité, exclusivité et art de vivre, pour cette adresse résolument parisienne, où l'on sent pleinement battre le pouls de la...",57.7,4.0,2000.0,14696.707105719237
2992,14,450000,2017-12-22 00:00:00,40,2.0,1.0,http://www.explorimmo.com/annonce-14631197.html,"Au 3ème étage d'un immeuble ancien, pierre de taille, de bonne facture, 2 pièces comprenant : séjour, chambre, cuisine, salle d'eau,...",40.0,3.0,1374.0,11250.0
2993,14,525000,2017-12-22 00:00:00,"55,73",3.0,1.0,http://www.explorimmo.com/annonce-14628849.html,Au 1er étage d'un immeuble ancien avec ascenseur - Appartement 2/3 pièces composé : Entrée - Séjour - Salle à manger - Chambre - Cuisine...,55.73,1.0,1650.0,9420.419881571865
2994,14,387500,2017-12-20 00:00:00,"39,94",2.0,1.0,http://www.explorimmo.com/annonce-14600021.html,"Au pied du métro Alésia, dans une résidence semi récente avec gardien, au premier étage avec ascenseur, spacieux studio de 39,94 m²...",39.94,1.0,1366.0,9702.053079619429
2995,14,830000,2017-12-20 00:00:00,95,4.0,2.0,http://www.explorimmo.com/annonce-11687113.html,"Superbe appartement situé à 2 minutes marche à pied du métro Alesia, au premier étage d'un immeuble de standing. Ayant une surface...",95.0,1.0,3060.0,8736.842105263158
2997,14,92000,2017-12-20 00:00:00,10,1.0,0.0,http://www.explorimmo.com/annonce-14006203.html,"Immobilier Paris 14ème entre Alésia et la Porte d'Orléans, chambre de service (8,70m2 LC et 10,45 m2 au sol). En EXCELLENT ÉTAT avec...",10.0,7.0,565.0,9200.0
2998,14,296000,2017-12-19 00:00:00,27,2.0,1.0,http://www.explorimmo.com/annonce-14596595.html,"PARIS 14e, dans une ambiance village, et un accès rapide à la gare Montparnasse ou l'A6. T2 d'une superficie de 27 m2, au prix de 296...",27.0,1.0,900.0,10962.962962962964
2999,14,440000,2017-12-19 00:00:00,57,2.0,1.0,http://www.explorimmo.com/annonce-14591087.html,"EXCLUSIVITÉ - PARIS 14 - ALÉSIA / PARC MONTSOURIS - DERNIER ÉTAGE ATYPIQUE - UNE CHAMBRE Situé dans un immeuble ancien, appartement...",57.0,4.0,2000.0,7719.298245614035
3000,14,450000,2017-12-19 00:00:00,40,2.0,1.0,http://www.explorimmo.com/annonce-14590783.html,"Au 3ème étage d'un immeuble ancien en pierres de taille de bonne facture, 2 pièces comprenant : Entrée, séjour, chambre, cuisine, salle...",40.0,3.0,1374.0,11250.0
3002,14,1470000,2017-12-18 00:00:00,145,5.0,3.0,http://www.explorimmo.com/annonce-14579115.html,"PORT ROYAL - Immeuble année 20, appartement 145 m2, 4éme ascenseur, 3 chambres + chambre de service 10,80 m2, 1 cave. 1.470.000€...",145.0,4.0,2890.0,10137.931034482759
3004,14,695000,2017-12-17 00:00:00,79,3.0,2.0,http://www.explorimmo.com/annonce-14569639.html,"A deux pas du métro Glacière, au premier étage d'une résidence récente de standing et sécurisée, bel appartement de 3 pièces de 79...",79.0,1.0,2214.0,8797.468354430379
3005,14,519750,2017-12-16 00:00:00,50,3.0,2.0,http://www.explorimmo.com/annonce-14561921.html,"Dans une petite copropriété bien entretenue, avec une façade ravalée en pierres et briques, au 4ème étage avec ascenseur, 3 pièces...",50.0,4.0,1590.0,10395.0
3006,14,650000,2017-12-16 00:00:00,75,3.0,2.0,http://www.explorimmo.com/annonce-14555527.html,"I@D France - Evelyne LOURS (06 20 59 36 38) vous propose : Quartier ALESIA/TOMBE ISSOIRE ligne 4 (5mm), proche commerces et parc Montsouris,...",75.0,4.0,1980.0,8666.666666666666
3007,14,990000,2017-12-14 00:00:00,119,6.0,4.0,http://www.explorimmo.com/annonce-14295407.html,"L'Adresse vous propose en exclusivité cet appartement de 6 pièces dont 4 chambres traversant, lumineux et bien agencé à proximité...",119.0,2.0,2600.0,8319.327731092437
3008,14,285000,2017-12-14 00:00:00,"35,67",1.0,0.0,http://www.explorimmo.com/annonce-14524791.html,"A deux pas du métro porte d'Orléans, Dans un immeuble récent, au 3ème étage avec ascenseur, nous vous proposons un grand studio occupé...",35.67,3.0,990.0,7989.907485281749
3010,14,395000,2017-12-09 00:00:00,36,2.0,1.0,http://www.explorimmo.com/annonce-14484527.html,"Lise Guinot vous présente en exclusivité: rue Jacquier - situé à 3mn du métro Alésia-Didot, parfaite rénovation pour ce joli 2 pièces...",36.0,2.0,1124.0,10972.222222222223
3011,14,1260000,2017-12-08 00:00:00,112,5.0,3.0,http://www.explorimmo.com/annonce-14468095.html,"Dans un des plus beaux immeuble des années 1930 du quartier de la Mairie du XIVème, appartement familial composé d'une entrée desservant...",112.0,1.0,3000.0,11250.0
3012,14,618000,2017-12-07 00:00:00,61,3.0,2.0,http://www.explorimmo.com/annonce-14457965.html,"Exclusivité. A proximité immédiate du métro Alésia. Dans un immeuble bien entretenu. Appartement traversant, très lumineux de 3 pièces,...",61.0,5.0,1963.5,10131.147540983606
3013,14,388500,2017-12-07 00:00:00,43,3.0,2.0,http://www.explorimmo.com/annonce-13983491.html,"I@D France - Mohammed ASKRI (06 61 48 15 21) vous propose : EN EXCLUSIVITÉ, QUARTIER PLAISANCE/PERNETY. Beau 3 pièces très lumineux...",43.0,1.0,1390.0,9034.883720930233
3016,14,295000,2017-12-05 00:00:00,29,1.0,0.0,http://www.explorimmo.com/annonce-14427113.html,"GAITER/MONTPARNASSE, dans un immeuble tres bien tenu, studio au 7éme étage avec ascenseur d'une surface de 29m² au sol et 22m²...",29.0,7.0,1000.0,10172.413793103447
3017,14,778000,2017-12-04 00:00:00,68,3.0,2.0,http://www.explorimmo.com/annonce-14421189.html,Situé dans un environnement agréable et résidentiel du quatorzième arrondissement dans une résidence neuve aux dernières normes.Votre...,68.0,2.0,1804.0,11441.176470588236
3018,14,1415000,2017-12-04 00:00:00,102,5.0,4.0,http://www.explorimmo.com/annonce-14414059.html,"Situé dans un environnement agréable et résidentiel du quatorzième arrondissement dans une résidence neuve aux dernières normes, votre...",102.0,7.0,2768.0,13872.549019607843
3019,14,595000,2017-12-03 00:00:00,66,3.0,1.0,http://www.explorimmo.com/annonce-14412749.html,"Alésia/ Plantes : Dans une belle copropriété récente avec gardien, appartement refait à neuf avec des matériaux de qualité . Il se...",66.0,1.0,1813.0,9015.151515151516
3020,14,408000,2017-12-03 00:00:00,"34,2",1.0,0.0,http://www.explorimmo.com/annonce-14412573.html,"Paris 14ème au pied du métro Gaîté et au coeur du quartier Montparnasse, nous vous proposons un beau studio de 34 m² idéalement situé....",34.2,4.0,995.0,11929.824561403508
3021,14,885000,2017-12-03 00:00:00,87,4.0,3.0,http://www.explorimmo.com/annonce-14410953.html,"secteur losserand superbe appartement familiale de 87 m2 en parfait état au calme 2 chambres, 3 possiblesbelle vue double exposition...",87.0,2.0,2700.0,10172.413793103447
3022,14,294000,2017-12-03 00:00:00,"26,8",2.0,1.0,http://www.explorimmo.com/annonce-14410951.html,"Plaisance / Didot. Dans une copropriété ancienne. Appartement de deux pièces offrant une entrée, un séjour avec une cuisine américaine...",26.8,1.0,900.0,10970.149253731342
3023,14,650000,2017-12-02 00:00:00,"74,02",3.0,2.0,http://www.explorimmo.com/annonce-13531031.html,"MEUBLE RECENT 2° ASC LUMINEUX BEAU VOLUME SEJOUR 30,24 M² + POSS OUVERTURE CUISINE 9,17 M², 2 CHAMBRES,SDB,WC INDEPENDANT VENDU...",74.02,2.0,1814.0,8781.41042961362
3024,14,285870,2017-12-01 00:00:00,"22,22",1.0,0.0,http://www.explorimmo.com/annonce-14386237.html,"Situé dans le 14ème arrondissement, entre les métros Plaisance et Porte de Vanves, à proximité des commerces dans petite résidence,...",22.22,2.0,790.0,12865.436543654367
3025,14,270300,2017-12-01 00:00:00,33,2.0,1.0,http://www.explorimmo.com/annonce-13642419.html,"Exclusivité. Visites terminées: a trouvé acquéreur. Proche du Parc Montsouris, au 1er étage du bâtiment cour, appartement à rafraîchir...",33.0,1.0,990.0,8190.909090909091
3026,14,595000,2017-12-01 00:00:00,"40,09",2.0,1.0,http://www.explorimmo.com/annonce-14020349.html,"Rue Delambre, au dernier étage par ascenseur, très joli duplex complètement au calme sur cour, lumineux. Il est composé au premier...",40.09,4.0,1374.0,14841.606385632325
3027,14,935000,2017-11-29 00:00:00,77,3.0,2.0,http://www.explorimmo.com/annonce-14364113.html,"PARIS 14, au sein du très prisé quartier Alésia plus précisément, Avenue Reille, à moins de 200 m du parc Montsouris, dans une résidence...",77.0,2.0,1926.0,12142.857142857143
3028,14,399000,2017-11-29 00:00:00,43,2.0,1.0,http://www.explorimmo.com/annonce-14356979.html,"Immeuble pierre de taille de bon standing, 2 pièces, 4ème étage ascenseur, au calme absolu sur une grande cour arborée. Entrée, salon,...",43.0,4.0,1274.0,9279.06976744186
3029,14,510000,2017-11-27 00:00:00,56,2.0,1.0,http://www.explorimmo.com/annonce-14325349.html,"PARIS XIVème, secteur ALESIA/ PORTE D'ORLEANS, dans une résidence des années 2000 bien entretenue, situé au 3ème étage avec ASCENSEUR,...",56.0,3.0,2000.0,9107.142857142857
3031,14,335000,2017-11-27 00:00:00,35,2.0,1.0,http://www.explorimmo.com/annonce-14325027.html,"I@D France - Vincent HUILLET (06 40 38 69 54) vous propose : Metro Plaisance: Clair, Vue sur les toits au 6eme et dernier étage sans...",35.0,4.0,1050.0,9571.42857142857
3032,14,598000,2017-11-25 00:00:00,67,3.0,2.0,http://www.explorimmo.com/annonce-13785437.html,"Immobilier PARIS 14ème À VENDRE, entre ALÉSIA et MOUTON-DUVERNET, Passage Montbrun, au 1er étage (asc.) d'un immeuble RÉCENT. Entrée,...",67.0,1.0,1813.0,8925.373134328358
3033,14,990000,2017-11-24 00:00:00,"83,7",3.0,2.0,http://www.explorimmo.com/annonce-14289425.html,"Port Royal / Luxembourg Au 6ème étage avec ascenseur d'un bel immeuble de standing, un appartement de 3 pièces comprenant une entrée,...",83.7,6.0,2150.0,11827.956989247312
3034,14,360000,2017-11-24 00:00:00,34,2.0,1.0,http://www.explorimmo.com/annonce-13953301.html,"I@D France - Peggy XAVIER (06 95 53 33 67) vous propose : Quartier Monsouri, dans une rue calme à 5 minutes à pied de la porte d'Orléan,...",34.0,1.0,990.0,10588.235294117647
3035,14,317000,2017-11-23 00:00:00,"30,87",2.0,1.0,http://www.explorimmo.com/annonce-14283121.html,"Au 3ème étage d'un immeuble ancien de bon standing, 2 pièces de 31 m² comprenant: entrée: séjour, cuisine indépendante, une chambre,...",30.87,3.0,990.0,10268.869452542922
3038,14,470000,2017-11-23 00:00:00,"47,69",2.0,1.0,http://www.explorimmo.com/annonce-13531035.html,"ST JACQUES BELLE COPROPRETE RECHERCHEE AU CALME SUR JARDIN ,GRAND 2 P BON PLAN.ENTREE. PLACARDS .WC. CUISINE INDEPENDANTE POSS D'OUVERTURE...",47.69,2.0,1347.0,9855.31557978612
3039,14,1449000,2017-11-21 00:00:00,120,6.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14257555/,Exclusivité - Immeuble ancien en excellent état en pierre de taille et brique. Appartement d'environ 120 m² à l'étage noble (2ème étage)...,120.0,7.0,3800.0,12075.0
3044,14,385000,2017-11-18 00:00:00,"44,42",3.0,2.0,http://www.explorimmo.com/annonce-14225613.html,"PARIS XIVème, secteur GLACIERE, dans une petite copropriété de 1820, situé au 3 ème et DERNIER ETAGE sans ascenseur, un appartement...",44.42,3.0,1650.0,8667.266996848266
3045,14,193000,2017-11-18 00:00:00,20,1.0,1.0,http://www.explorimmo.com/annonce-13941605.html,"Paris XIVème, en plein coeur du secteur MOUTON DUVERNET, dans une petite copropriété de 1880, situé au premier et dernier étage, un...",20.0,1.0,1140.0,9650.0
3046,14,580000,2017-11-15 00:00:00,52,3.0,1.0,http://www.explorimmo.com/annonce-14190687.html,"Dans un immeuble ancien,au premier étage donnant sur cour-jardin, Un trés beau 2/3 piéces d'une superficie de 52 m2 au sol comprenant...",52.0,1.0,1440.0,11153.846153846154
3047,14,703000,2017-11-15 00:00:00,"71,89",4.0,3.0,http://www.explorimmo.com/annonce-14186379.html,"EXCLUSIVITÉ L'ADRESSE - QUARTIER DIDOT- Rue Ledion- Dans un bel immeuble ancien, petite copropriété de 4 lots (faibles charges) proche...",71.89,3.0,1907.0,9778.828766170538
3048,14,1490000,2017-11-15 00:00:00,"106,1",5.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14198613/,"Au sixième étage d'un immeuble, appartement familial et de réception de cinq pièces principales et d'une surface de 106,13 m². Il se...",106.1,6.0,2768.0,14043.35532516494
3049,14,449000,2017-11-14 00:00:00,50,1.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/13416557/,"Rue de l'Abbé Carton. A proximité des transports et commerces, ce grand studio de 50m² est est situé au 3ème étage d'un immeuble moderne...",50.0,3.0,1600.0,8980.0
3050,14,500000,2017-11-13 00:00:00,"51,5",1.0,1.0,http://www.explorimmo.com/annonce-14155675.html,"Dans une copropriété ancienne de bon standing, au 1er étage, grand studio de 53m² loi Carrez comprenant une vaste pièce à vivre avec...",51.5,1.0,1600.0,9708.73786407767
3051,14,240000,2017-11-13 00:00:00,"23,06",2.0,1.0,http://www.explorimmo.com/annonce-14152685.html,"Rue Liancourt, à deux pas du marché Daguerre, au 1er étage d'un immeuble ancien sans ascenseur, venez découvrir ce charmant deux pièces...",23.06,1.0,1140.0,10407.632263660018
3052,14,760000,2017-11-11 00:00:00,"109,5",5.0,4.0,http://www.explorimmo.com/annonce-13666405.html,"Au septième étage d'un immeuble des années 50 avec gardien et ascenseur, cet appartement de cinq pièces et d'une surface de 109,5 m²...",109.5,7.0,2768.0,6940.6392694063925
3053,14,650000,2017-11-10 00:00:00,"69,27",2.0,1.0,http://www.explorimmo.com/annonce-14137011.html,"Au 2ème étage avec ascenseur d'un immeuble récent, nous vous proposons un appartement calme et clair de 2/3 pièces comprenant une entrée,...",69.27,2.0,2220.0,9383.5715316876
3054,14,315700,2017-11-09 00:00:00,43,1.0,1.0,http://www.explorimmo.com/annonce-14121281.html,"SOUS OFFRE !!! A 1 MN du PARC MONTSOURIS ,Bld Jourdan , ce grand STUDIO 42,18 M² Loi Carrez , au 3ème étage avec ascenseurs d'une...",43.0,3.0,1056.0,7341.860465116279
3055,14,509250,2017-11-09 00:00:00,38,2.0,1.0,http://www.explorimmo.com/annonce-14121177.html,MONTPARNASSE Cet appartement 2 pièces mesure environ 40 m² (sous réserve d'un métré Carrez réalisé par un professionnel certifié)....,38.0,3.0,1214.0,13401.315789473685
3057,14,315000,2017-11-07 00:00:00,33,2.0,1.0,http://www.explorimmo.com/annonce-13147945.html,"Exclusivité. Visites terminées: a trouvé acquéreur. Situé rue de l'abbé Carton, au 1er étage d'un petit immeuble ancien, appartement...",33.0,1.0,990.0,9545.454545454546
3058,14,255000,2017-11-04 00:00:00,21,1.0,0.0,http://www.explorimmo.com/annonce-13357203.html,"Métro Gaîté, dans un immeuble de standing des années 1983 avec gardien, au 2ème étage avec ascenseur, studio en bon état composé d'une...",21.0,2.0,790.0,12142.857142857143
3059,14,1260000,2017-10-31 00:00:00,112,5.0,3.0,http://www.explorimmo.com/annonce-14019041.html,"Dans un des plus beaux immeuble des années 1930 du quartier de la Mairie du XIVème, appartement familial de 112 m² en double exposition...",112.0,1.0,3000.0,11250.0
3060,14,274000,2017-10-29 00:00:00,23,1.0,0.0,http://www.explorimmo.com/annonce-14006229.html,"Exclusivité Montparnasse.au 11ème étage d'un bel immeuble du quartier Montparnasse, à proximité de la gare, des métros 4, 6, 12 et...",23.0,11.0,800.0,11913.04347826087
3062,14,110000,2017-10-22 00:00:00,"9,84",1.0,0.0,http://www.explorimmo.com/annonce-13928187.html,"EXCLUSIVITE L'ADRESSE - QUARTIER PERNETY / Rue DIDOT - A 5 minutes du Métro L13 PERNETY et des commerces, dans une copropriété des...",9.84,4.0,630.0,11178.861788617887
3065,14,2800000,2017-10-14 00:00:00,"107,45",4.0,3.0,http://www.explorimmo.com/annonce-12264416.html,"Dans le triangle Montparnasse-Vavin-Jardin du Luxembourg, en bordure du 6e arrondissement, au 6ème étage, appartement de 107 m² plein...",107.45,6.0,2965.0,26058.631921824104
3067,14,480000,2017-10-13 00:00:00,53,3.0,1.0,http://www.explorimmo.com/annonce-13555855.html,"QUARTIER ALESIA, Rue des PLANTES, dans une copropriété de 1885, situé au premier étage sans ascenseur, un charmant appartement de 2/3...",53.0,1.0,1299.0,9056.603773584906
3068,14,360000,2017-10-12 00:00:00,36,2.0,1.0,http://www.explorimmo.com/annonce-13800837.html,"Exclusivité- Immeuble 1900 en pierre de Paris, appartement 2 pièces situé au 2ème et dernier étage sans ascenseur, au plan parfait,...",36.0,4.0,1050.0,10000.0
3069,14,1300000,2017-10-11 00:00:00,118,3.0,2.0,http://www.explorimmo.com/annonce-13283283.html,"SPLENDIDE VUE sur le LAC du PARC MONTSOURIS du long BALCON au SUD , Pour ce Trois Pièces de 117, 22 M² L.C. au 8ème étage avec ascenseur...",118.0,8.0,2400.0,11016.949152542373
3071,14,1290000,2017-10-06 00:00:00,"131,3",6.0,5.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12680789/,"Appartement d'une surface de 131 m² situé au troisième étage d'un immeuble ancien datant du début du siècle dernier et doté d'un ascenseur,...",131.3,3.0,4800.0,9824.828636709824
3072,14,225000,2017-10-04 00:00:00,19,1.0,0.0,http://www.explorimmo.com/annonce-13685059.html,PERNETY CHÂTEAU CHARMANT STUDIODans Bel Immeuble Ancien 1930 loi carrez 19m2Au 3éme étage Expo Sud Vue DégagéeAucun travaux à prévoir...,19.0,3.0,950.0,11842.105263157895
3073,14,302000,2017-09-15 00:00:00,32,2.0,1.0,http://www.explorimmo.com/annonce-13213181.html,EXCLUSIVITE LE HOME DE FRANCE. RUE DES PLANTES/MAINE/PERNETY. Nous vous proposons à la vente un bel appartement de 2 pièces traversant...,32.0,3.0,950.0,9437.5
3074,14,302000,2017-09-15 00:00:00,32,2.0,1.0,http://www.explorimmo.com/annonce-12567519.html,EXCLUSIVITE LE HOME DE FRANCE. RUE DES PLANTES/MAINE/PERNETY. Nous vous proposons à la vente un bel appartement de 2 pièces traversant...,32.0,3.0,950.0,9437.5
3075,14,649000,2017-09-11 00:00:00,"72,26",3.0,2.0,http://www.explorimmo.com/annonce-12222363.html,"EXCLUSIVITE L'ADRESSE - QUARTIER MONTSOURIS, - Rue des ARTISTES - dans une rue calme proche du Parc, au sein d'une copropriété des...",72.26,1.0,1590.0,8981.455853861056
3076,14,760000,2017-09-09 00:00:00,95,5.0,4.0,http://www.explorimmo.com/annonce-13363149.html,"Dans un immeuble récent avec ascenseur, nous vous proposons un appartement traversant de 5/6 pièces comprenant une entrée, un double...",95.0,1.0,2350.0,8000.0
3077,14,844000,2017-09-09 00:00:00,95,4.0,2.0,http://www.explorimmo.com/annonce-13348983.html,"Exclusivité STI. A quelques mètres du parc Montsouris et du rer cité universitaire, au 5 ème étage avec ascenseur et gardien d'un immeuble...",95.0,2.0,3060.0,8884.21052631579
3078,14,440000,2017-09-09 00:00:00,"65,9",3.0,2.0,http://www.explorimmo.com/annonce-12565689.html,PARIS - Porte d'Orleans 75014 Le cabinet Favreau vous propose à la vente un appartement de 3 pièces principales situé à moins de 5...,65.9,4.0,2000.0,6676.7830045523515
3079,14,1450000,2017-09-02 00:00:00,106,5.0,4.0,http://www.explorimmo.com/annonce-12762547.html,"I@D France - Elise SAVARY DE BEAUREGARD (06 18 10 03 92) vous propose : A proximité de la Porte d'Orléans, dans un immeuble de standing...",106.0,6.0,2768.0,13679.245283018869
3080,14,628000,2017-09-02 00:00:00,42,1.0,0.0,http://www.explorimmo.com/annonce-11065178.html,I@D France - Magali COLLET (06 48 22 24 43) vous propose : OFFRE EXCEPTIONNELLE : FRAIS DE NOTAIRE OFFERTS !! OFFRE LIMITÉE ! Près...,42.0,2.0,1200.0,14952.380952380952
3083,14,905000,2017-08-30 00:00:00,64,3.0,2.0,http://www.explorimmo.com/annonce-13015827.html,"Immeuble classé et très recherché idéalement localisé, atelier d'artiste en duplex situé au 6ème étage. Cet appartement très atypique,...",64.0,6.0,1727.0,14140.625
3085,14,618000,2017-08-13 00:00:00,52,3.0,2.0,http://www.explorimmo.com/annonce-12760513.html,"Au pied du métro Raspail, au 3ème étage sans ascenseur d'un bel immeuble pierre de taille, charmant appartement de 3 pièces. Il se...",52.0,3.0,1650.0,11884.615384615385
3087,14,1800000,2017-07-26 00:00:00,162,6.0,4.0,http://www.explorimmo.com/annonce-12856149.html,"Grande bâtisse divisée en 5 appartements bénéficiant d'un petit jardin commun aux copropriétaires, située dans une allée privée et...",162.0,2.0,4000.0,11111.111111111111
3088,14,690000,2017-07-13 00:00:00,81,3.0,2.0,http://www.explorimmo.com/annonce-12713171.html,"Dans un immeuble ancien, au 2ème étage, un appartement de trois pièces d'une surface de 80.91m² loi Carrez. Ce bien se compose d'une...",81.0,2.0,2070.0,8518.518518518518
3089,14,2173500,2017-07-10 00:00:00,190,5.0,3.0,http://www.explorimmo.com/annonce-12658797.html,"Dans le triangle magique de paris 14 (Alésia Denfert Rocher eau-Montparnasse), à deux pas de la rue la plus commerçante de cet arrondissement,...",190.0,4.0,6020.0,11439.473684210527
3090,14,452000,2017-06-29 00:00:00,"37,81",2.0,1.0,http://www.explorimmo.com/annonce-12493057.html,Sellier patrimoine vous propose dans le 14ème arrondissement de Paris proche d'Alesia un appartement 2 pièces de 37.81m². Situé...,37.81,1.0,970.0,11954.509389050516
3091,14,405000,2017-06-27 00:00:00,44,2.0,1.0,http://www.explorimmo.com/annonce-12459651.html,FRAIS DE NOTAIRE RÉDUITS Un cadre Privilégié à Montrouge : 350 mètres du métro Mairie de Montrouge ! Dans un magnifique immeuble...,44.0,1.0,1277.0,9204.545454545454
3092,14,488000,2017-06-27 00:00:00,42,2.0,1.0,http://www.explorimmo.com/annonce-12455421.html,"votre future logement est situé dans le quartier de la Porte d'Orléans, à quelques mètres du métro 4 et du tram T3a. Ce quartier est...",42.0,6.0,1080.0,11619.047619047618
3094,14,400000,2017-04-19 00:00:00,"28,71",1.0,0.0,http://www.explorimmo.com/annonce-11995032.html,"A VENDRE PARIS 14EME - Situé rue campagne première, au 1er étage avec ascenseur d'un immeuble contemporain de grand standing, nous...",28.71,1.0,850.0,13932.427725531174
3095,14,800000,2017-04-19 00:00:00,"57,62",2.0,2.0,http://www.explorimmo.com/annonce-11995031.html,"A VENDRE PARIS 14EME - Situé rue campagne première, au 4ème étage avec ascenseur d'un superbe immeuble contemporain, nous vous proposons...",57.62,4.0,2000.0,13884.068031933357
3096,14,2400000,2017-04-19 00:00:00,"110,09",5.0,3.0,http://www.explorimmo.com/annonce-11995029.html,"A VENDRE PARIS 14EME - Situé rue campagne première, au 5ème et 6ème étage d'un superbe immeuble contemporain, nous vous proposons ce...",110.09,6.0,2965.0,21800.345172131892
3099,14,720000,2017-03-17 00:00:00,46,2.0,1.0,http://www.explorimmo.com/annonce-11090116.html,I@D France - Magali COLLET (06 48 22 24 43) vous propose : Entre le boulevard Raspail et le jardin du Luxembourg. À quelques pas de...,46.0,7.0,1771.0,15652.173913043478
3100,14,399000,2017-03-09 00:00:00,44,2.0,1.0,http://www.explorimmo.com/annonce-11729604.html,"Quartier Alésia au calme , dans un immeuble très bien entretenu, de standing avec gardienne, beau 2 pièces de 44 m² carrez, au 2ème...",44.0,2.0,1277.0,9068.181818181818
3101,14,970000,2017-03-09 00:00:00,73,3.0,2.0,http://www.explorimmo.com/annonce-11721528.html,L'Adresse Novae Paris 13ème vous présente un superbe 3 pièces lumineux et au calme à deux pas du jardin de luxembourg. Il est composé...,73.0,1.0,1590.0,13287.671232876712
3102,14,1990000,2017-03-09 00:00:00,144,4.0,3.0,http://www.explorimmo.com/annonce-11721491.html,"L'adresse NOVAE Paris 13ème vous présente dans un immeuble de haut standing, BBC, ce duplex de 4 pièces situé à deux pas du Parc...",144.0,4.0,2890.0,13819.444444444445
3104,14,538000,2017-03-01 00:00:00,63,3.0,2.0,http://www.explorimmo.com/annonce-10767216.html,"Plaisance, 3 pièces d'angle de 63 m2 avec balcon au 5ème étage avec ascenseur, dans un immeuble en pierre de taille, comprenant un...",63.0,5.0,1655.0,8539.682539682539
